median_JD,sigmean,sigerr,mean,error,tabbymagmean,tabbymagerr,tabbyrmsmean,ref1mean,ref1err,ref1magmean,ref1magmeanerr,ref1rmsmean,ref2mean,ref2err,ref2magmean,ref2magmeanerr,ref2rmsmean,ref3mean,ref3err,ref3magmean,ref3magmeanerr,ref3rmsmean
2458414.779571759,0.5500954460644925,0.002420243068038563,0.5505390588741228,0.0029680736819378815,0.5505390588741228,0.0029680736819378815,1.5290818666666663,0.7130204105040191,0.0030703103049120203,11.044733333333333,0.09994031552214923,3.0034740666666666,0.8959963732664317,0.0037908811912341907,10.867799999999999,0.09773813409894251,3.846859933333333,1.4952745128883924,0.007620965885789592,10.515733333333332,0.0960903344824671,5.2317892666666665
2458415.5993865742,0.5521894642157301,0.0006215600968961084,0.5520941718719896,0.0011581194943344768,0.5520941718719896,0.0011581194943344768,1.8510853333333332,0.7149748159573187,0.0020965940277172163,10.795266666666665,0.018945284625040918,2.1385474,0.8961704524573627,0.0025821736211220653,10.620266666666668,0.018599027112292933,2.558080666666667,1.4917622816517104,0.00227321239416769,10.270199999999999,0.018586477419272936,3.7958886666666656
2458416.5985358795,0.5518601631605076,0.0012855166103344035,0.5518601631605076,0.0013550534862119548,0.5518601631605076,0.0013550534862119548,1.1938191999999999,0.7141894458001704,0.0017288105363574867,10.8215,0.01641983894900059,1.0653308,0.8969420395690817,0.0018213568799147772,10.6448,0.01763708214718853,1.9511475000000005,1.491939802998495,0.0035259103121520075,10.2952,0.016362558887085623,2.8800041000000003
2458418.6516203703,0.5508042193033698,0.0011197313267355391,0.5506372656315289,0.0012930201747034737,0.5506372656315289,0.0012930201747034737,-0.008360933333333343,0.7144256555933168,0.0016620389950382205,10.862533333333333,0.04663209603859103,1.4099944599999998,0.8936001505066905,0.0015061932502517955,10.689066666666667,0.045019784010820935,1.3308110666666666,1.496415241529039,0.003420495729170922,10.3348,0.04490816025114859,1.7350778666666669
2458419.5962847224,0.5489733348222015,0.0008106824131167148,0.5489906711912462,0.0011760616829618227,0.5489906711912462,0.0011760616829618227,1.794828,0.7130780806685709,0.0015516519741349,10.830666666666666,0.02557807841175896,0.8969145999999999,0.8947754082813868,0.002269489717032566,10.6544,0.02375409739091646,2.6646716666666665,1.4969372811871258,0.0028798270114575595,10.301133333333334,0.02447992374715802,2.2510582000000006
2458422.609166667,0.5499989734676644,0.00246796178181963,0.5508907312288375,0.003414302079314161,0.5508907312288375,0.003414302079314161,0.613566,0.715544209082898,0.00421951711481434,11.097285714285713,0.3928446318354178,1.6344595714285715,0.8952877009310318,0.005210365760935256,10.923428571428571,0.399045050565663,2.5187730857142854,1.4921258963353707,0.005582563326550688,10.57257142857143,0.39421561661221954,2.725486142857143
2458423.5941435187,0.5453114731872785,0.002176590983812322,0.5460340885191325,0.0028356131955130336,0.5460340885191325,0.0028356131955130336,2.314950746666667,0.7111125200710635,0.002756303791009507,11.329666666666666,0.14408859708361316,1.0863583999999997,0.8940565719757622,0.002526729827636816,11.1522,0.14487048402920877,2.791856066666667,1.5012657374714624,0.004214548396737217,10.79626666666667,0.14270572451560523,1.9110195333333335
2458426.5935069444,0.5508093484422338,0.001443786009961882,0.5508016648545905,0.0017658207366219793,0.5508016648545905,0.0017658207366219793,1.23539868,0.7152254864738355,0.001898619599782537,10.937666666666667,0.1057143500643306,2.4765325333333332,0.8945983788204966,0.0024093702347987634,10.764,0.10582330286175837,1.0246717333333335,1.4936346401817644,0.0025905019725257117,10.4118,0.10541699510583137,1.932856866666667
2458429.5898495372,0.5497063103066467,0.0016292077330778776,0.5496913764355628,0.0021261242358729822,0.5496913764355628,0.0021261242358729822,0.8831772666666667,0.71380185176097,0.0024004511325484163,10.890266666666667,0.017555897123460434,3.200274293333334,0.8949561270751859,0.002894314232306661,10.714866666666667,0.01769530473102411,2.46727,1.4954782155529511,0.004282419592392764,10.3622,0.015866406560493092,1.3765174666666666
2458430.5916087963,0.54904245283189,0.002027817043685384,0.549013524713996,0.002531813964069038,0.549013524713996,0.002531813964069038,1.9295190000000002,0.7125842678340892,0.002072458470011733,10.927666666666665,0.04640299661916354,2.445816,0.8940467991120822,0.00281907795369392,10.751666666666667,0.04593421797475591,2.7005901999999997,1.4988259949420233,0.0036001031893325664,10.396666666666667,0.04646913978524847,2.0878820333333334
2458431.588900463,0.551926868654811,0.000925540862611513,0.5514630750672732,0.0015144277271434941,0.5514630750672732,0.0015144277271434941,1.6338818000000002,0.7132411761087307,0.0017795063303199389,10.848466666666669,0.024136121912030312,3.0526446000000003,0.8953631805994927,0.0020430527461671667,10.672133333333335,0.023993649953586476,2.623021533333333,1.4958096190061219,0.0031875837243376124,10.319533333333334,0.024342398833155088,2.3912122
2458432.623425926,0.5497137042525257,0.0017392852463753812,0.5493841715902479,0.0021573107798547922,0.5493841715902479,0.0021573107798547922,2.0302557333333335,0.7131949635579958,0.0018055953843635055,10.897933333333334,0.06324495086189744,1.3970773333333333,0.8935755740663084,0.0024241886719285877,10.722933333333335,0.0630492626745905,1.0722905999999999,1.498497395385237,0.003529492040690151,10.367799999999999,0.061909150027623976,3.0126144
2458433.611840278,0.5487031159897698,0.0016112583796091384,0.5486334532503672,0.0023392751987227883,0.5486334532503672,0.0023392751987227883,2.579555866666667,0.7126671818385648,0.0035041250016822575,10.931133333333333,0.04542162270905569,1.664916066666667,0.8929871736272968,0.0038215012532132734,10.756133333333333,0.045681923068519016,1.1520435333333332,1.5002562006867304,0.0072304301890810775,10.399866666666666,0.04588318501005225,2.19274488
2458434.6326851854,0.5487477065968671,0.0014886660234570163,0.5484937412204745,0.0017842653153296243,0.5484937412204745,0.0017842653153296243,2.2673171400000003,0.7139931470383636,0.0019957760807348523,10.887933333333336,0.023744071941875354,1.5803553333333333,0.8936233670412945,0.0015028483315977412,10.713866666666666,0.024260098535504235,0.6131858,1.4971002096605182,0.0035939966698131137,10.359266666666665,0.024051927949651705,1.1149061
2458435.5909722224,0.5499335458098252,0.0015859803102104906,0.5499280168784588,0.0019352007216930777,0.5499280168784588,0.0019352007216930777,1.2614076866666666,0.7144173034955689,0.0025251304461195246,10.8658,0.04933442727229857,1.7905997999999999,0.8948599686243897,0.0022206846085552796,10.691266666666667,0.04844505970193248,1.1701114466666667,1.4945958407318531,0.0039648231708084665,10.338733333333334,0.049095339707067844,1.9863191999999998
