median_JD,sigmean,sigerr,mean,error,tabbymagmean,tabbymagerr,tabbyrmsmean,ref1mean,ref1err,ref1magmean,ref1magmeanerr,ref1rmsmean,ref2mean,ref2err,ref2magmean,ref2magmeanerr,ref2rmsmean,ref3mean,ref3err,ref3magmean,ref3magmeanerr,ref3rmsmean
2458328.7091087964,0.6924153354428545,0.002795636824118073,0.6916331754011985,0.004494727240435432,0.6916331754011985,0.004494727240435432,1.2033840333333332,0.7160614757260613,0.0034920571686332764,11.399466666666665,0.06863138252043784,0.4347152666666665,0.8880472938486184,0.003806721734598211,11.232266666666668,0.06854765460889947,0.7874338666666664,1.5018537000452805,0.006548342331997766,10.871333333333334,0.06537547231915343,2.0316590666666667
2458329.8449421297,0.6895121907335505,0.002399623607548796,0.6901405243405195,0.003115481451456883,0.6901405243405195,0.003115481451456883,4.1896222,0.7203830634067481,0.0033029394722683407,11.8029,0.013411852138231182,2.3832344,0.8876296856311171,0.0043470963849108896,11.6411,0.01020294075254745,0.8826668999999999,1.495307521514221,0.006403709299715143,11.2822,0.010799176923369055,2.9920525000000002
2458330.7464467594,0.6875634404009486,0.0018944887508437428,0.6876993952762745,0.0026587479698980043,0.6876993952762745,0.0026587479698980043,2.840618466666667,0.7155893798590156,0.0033596302795400232,11.728333333333333,0.022886885410853146,2.2720118,0.8863983662299961,0.002721900133241211,11.562199999999997,0.02255532879704605,1.8534225999999996,1.5050570012926758,0.004357334993620441,11.197933333333335,0.020731158973413825,1.0847155999999998
2458334.7875,0.6896679338661609,0.0021426055511678003,0.6900274289894495,0.00250006828419753,0.6900274289894495,0.00250006828419753,0.8786398275862071,0.7149210653122872,0.002122056964350411,11.381517241379312,0.11440392747056227,0.49651255172413794,0.8857273577150904,0.002907186597690989,11.215068965517242,0.11511265632118908,1.5682940724137935,1.5071589549407414,0.004492003739515679,10.849827586206894,0.11321505104557109,1.784194896551724
2458335.8622800927,0.6900915570958186,0.0021407507539715365,0.6900972308065502,0.0026814670349943536,0.6900972308065502,0.0026814670349943536,2.0519238,0.7159011113722988,0.002014208573361414,11.391333333333332,0.10802292525641188,0.7267719333333333,0.8870685192307138,0.0027046565429618926,11.225,0.1063431104625828,1.2605292666666665,1.5035456982435755,0.004128717692197809,10.862133333333334,0.10659929419939679,1.16743
2458336.73587963,0.6842148897905379,0.0023179811337553542,0.6843103033461463,0.003010218784744967,0.6843103033461463,0.003010218784744967,0.4067967333333333,0.7106144786963893,0.003096627738808445,11.60153333333333,0.022771745232906163,0.5561173333333332,0.8866928323807716,0.0038176951880100752,11.429466666666666,0.02217098060421271,2.2830930666666664,1.512952695273739,0.006615476814227672,11.0626,0.02043386544789946,0.1392521333333333
2458337.7346296296,0.6873753618412665,0.0015046721066819604,0.68710922039842,0.0021581528256569235,0.68710922039842,0.0021581528256569235,0.6054459333333334,0.7137735896961278,0.00325257778850473,11.5556,0.017528751891025818,2.070661533333334,0.8847027882881083,0.003126853182044195,11.389000000000001,0.014056010407346426,1.5251158933333335,1.5105956405626053,0.004508486137069427,11.021266666666666,0.014464077012015873,1.0793038666666666
2458338.7338657407,0.6896657927896128,0.0016292872554743087,0.6897734310880378,0.002319774297666149,0.6897734310880378,0.002319774297666149,0.7091012666666666,0.7149151193407964,0.0022141317566869417,11.392333333333335,0.00972233560024597,1.4813671333333334,0.8857213167883597,0.00311368283727402,11.226133333333333,0.01041884739078091,0.5551351999999999,1.507179916649517,0.00515279187006906,10.860666666666669,0.01017466508165298,0.09956366666666662
2458339.733773148,0.68906353379556,0.0015128449484599824,0.6889801398414978,0.002055298840173716,0.6889801398414978,0.002055298840173716,1.7006574666666667,0.715014091276275,0.0026432279653907033,11.381266666666665,0.01717750466938262,0.7802448666666667,0.8853681216031272,0.002242370658155356,11.215466666666666,0.015160412106473254,1.1286857333333333,1.507533636270634,0.004413432460639578,10.849400000000001,0.01456904742449338,2.6161039333333336
2458340.7316666665,0.6891780850678022,0.0008094851909420194,0.6885232802182137,0.0015514630957879916,0.6885232802182137,0.0015514630957879916,1.1228911333333331,0.7155190062356437,0.0019726451587314298,11.355533333333334,0.011764757702966975,0.8923937333333335,0.8874786866546084,0.0018270841062227002,11.1884,0.01137541208044794,1.2055370666666667,1.5035757390779618,0.004135421469478056,10.82573333333333,0.011392144327603413,2.1154864
2458341.708877315,0.6866073691862467,0.0019187221021796934,0.6866028978376754,0.002563173224351661,0.6866028978376754,0.002563173224351661,0.7861624666666667,0.7125382935122371,0.003959805407490904,11.637333333333334,0.13678380578054378,1.9198389333333337,0.886861843936064,0.0025285749745035556,11.467266666666667,0.13462140917968368,0.34932693333333337,1.5094868234418983,0.009090455511910851,11.102133333333333,0.13276341291757976,0.9989153666666666
2458343.7993576387,0.6902913327851474,0.001815568577073162,0.6896467306665209,0.002729726757650125,0.6896467306665209,0.002729726757650125,1.0160035,0.7162942315796947,0.0030939815463178993,11.416,0.134433792048147,1.6635355,0.8840522768586773,0.0024804318968071025,11.2525,0.13396703574636043,-0.08468940000000005,1.5073547369586147,0.007580362470015415,10.885700000000002,0.13256197711929987,1.2761749000000002
2458345.879201389,0.6883069446553826,0.0018450949999328488,0.6879417557939493,0.0021766957995838715,0.6879417557939493,0.0021766957995838715,1.32010453,0.7183269842391207,0.0022214893494986133,11.4775,0.034059588305725995,1.4183613999999998,0.8833397712634243,0.0020662828473895314,11.317,0.032513245164257555,0.7004194,1.5050105104230895,0.004398842983033785,10.9504,0.03292483021132301,0.4582219000000001
2458346.6588194445,0.689111452178013,0.0010587921126499803,0.689111452178013,0.0011837655689629855,0.689111452178013,0.0011837655689629855,1.594484,0.7145953669656737,0.003245997155762763,11.3186,0.029108418026405968,1.5596257999999998,0.8852300742435922,0.000704198073391403,11.152200000000002,0.03242221460665479,1.197498,1.5084364522720395,0.005053351596143304,10.7862,0.03422279941793245,2.7209398
2458347.7272222224,0.6890696202937081,0.0020213875909908742,0.6875088761011315,0.006373762178881578,0.6875088761011315,0.006373762178881578,1.6847289333333333,0.7142247185534296,0.010803147939741886,11.325733333333337,0.25550075948074624,1.5975784,0.8868955716679601,0.0026264851509124783,11.1574,0.24383243660935897,2.9351572666666663,1.506752574008634,0.019273758704194753,10.793133333333333,0.23594396025529518,1.3297399200000002
